epoch,loss,val_loss
0,0.153888342785649,0.11228981526458964
1,0.084773224545642734,0.10466588577803443
2,0.076548192679183558,0.12727175162119023
3,0.073008500447031111,0.1175903105560471
4,0.071376685227733105,0.099147177005515383
5,0.068039591336855665,0.14345033379162059
6,0.066218204301549122,0.1202339801718207
7,0.066238141589565203,0.13200970257029815
8,0.063926302012987435,0.10803890175679151
9,0.063161250640405342,0.11577013319029528
10,0.062228346389019862,0.10229401369305217
11,0.061337658175034449,0.12874743500176597
12,0.061425388499628752,0.11373821374248055
13,0.059416581352706999,0.11233375624698751
14,0.059232819243334234,0.12154247918549706
15,0.059267123666359112,0.09770474635502871
16,0.058725410810438916,0.12993208187467911
17,0.05901560458005406,0.10236976751509835
18,0.05771856740466319,0.11353256343042149
19,0.057234060222981498,0.093991067654946275
20,0.057352887291926891,0.091805090273127832
21,0.057163298566592857,0.10744801601942848
22,0.055320725019555539,0.12798448836102205
23,0.056278472882695496,0.096057899559245388
24,0.057271098921773955,0.099239604438052464
25,0.055587402835953981,0.10943150686867097
26,0.054491870949277654,0.10540738771943485
27,0.053909272188320756,0.11442127183956259
28,0.053287308779545128,0.10141757191980587
29,0.053886847483227029,0.11539641864159528
30,0.052267941879108548,0.11351424517000423
31,0.052163777843816206,0.15297791870201335
32,0.052327653771499172,0.096666837965740882
33,0.052065394469536841,0.17478379624731399
34,0.051058055454632267,0.1090265558922992
35,0.050317455286858603,0.12407394884263769
36,0.051938970573246479,0.11520112717852873
37,0.050574276043334976,0.20690704934737261
38,0.049535112193552777,0.12280513232245165
39,0.049516419880092144,0.10862408245311064
40,0.04987824335694313,0.10973142271532732
41,0.048628194606862962,0.1174632728099823
42,0.048135413555428386,0.14219856998499703
43,0.050545675563625991,0.1250824031584403
44,0.048088432260556147,0.10760322590084637
45,0.047495826060185209,0.10962133337469662
46,0.046820574993034825,0.10795504757586648
47,0.04795132638537325,0.13345147195984336
48,0.050956318009411916,0.11963121312506059
49,0.052186881395755336,0.10920087335740819
50,0.047845268039964139,0.13266636571463417
51,0.046685534558491781,0.174304959879202
52,0.046145041531417519,0.10174894946462967
53,0.049787552881753072,0.21000315617112553
54,0.0510000089998357,0.096454421825268685
55,0.047483317612204701,0.10338756442070007
56,0.045585332161863334,0.1053037645185695
57,0.044606266106711701,0.093954262926298035
58,0.045174983475590125,0.18606134723214543
59,0.044527049962198362,0.096629322977627025
60,0.054614727356238291,0.11850589005386128
61,0.046895866893464699,0.18742214651668773
62,0.044288130680797622,0.12206004507401411
63,0.044717154145473614,0.21581898156334373
64,0.04377733898581937,0.11947273068568286
65,0.043291353387758136,0.095822284239179947
66,0.043018905416829512,0.12906084691776948
67,0.043375147884944454,0.11061543243772844
68,0.043209812487475574,0.2131688191610224
69,0.042577274783980101,0.11271816018749686
70,0.042922172317048535,0.1189070124836529
71,0.042603785841492936,0.20768611308406382
72,0.04261132403917145,0.21723760787178489
73,0.042238801543135196,0.12156499484006096
74,0.0431217820441816,0.10540482182713116
75,0.042908041010377929,0.131509327713181
76,0.043223646644037217,0.098895193373455717
77,0.043056176975369453,0.13984537107103012
78,0.044792001019231975,0.092898442377062407
79,0.048774332943139598,0.22336789842914131
80,0.047521414438961074,0.20459664989920223
81,0.044089533883379772,0.16986371664439931
82,0.042576957610435784,0.21111762611305013
83,0.042029013799037784,0.20575969324392432
84,0.041795852681389078,0.13307880934546976
85,0.040991285757627338,0.10671295944382163
86,0.041411945479921997,0.19852175695054672
87,0.041675707150716335,0.11118355034028783
88,0.040370842820266262,0.13441620802178103
